Liberty Head|Half Eagle|1854|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1854|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1854|New Orleans|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1854|San Francisco|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1855|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1855|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1855|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1855|New Orleans|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1855|San Francisco|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1856|Philadelphia|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1856|Charlotte|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1856|Dahlonega|Variety 1 - No Motto Above Eagle||8.36000
Liberty Head|Half Eagle|1856|New Orleans|Variety 1 - No Motto Above Eagle||8.36000
