coin	denomination	year	mint	yearGrouping	mintGrouping	metal	percentage
Liberty Head, No Motto Above Eagle	Eagle	1859	New Orleans			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1859	San Francisco			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1859	San Francisco			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1860	Philadelphia			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1860	Philadelphia			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1860	New Orleans			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1860	New Orleans			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1860	San Francisco			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1860	San Francisco			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1861	Philadelphia			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1861	Philadelphia			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1861	San Francisco			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1861	San Francisco			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1862	Philadelphia			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1862	Philadelphia			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1862	San Francisco			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1862	San Francisco			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1863	Philadelphia			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1863	Philadelphia			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1863	San Francisco			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1863	San Francisco			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1864	Philadelphia			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1864	Philadelphia			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1864	San Francisco			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1864	San Francisco			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1865	Philadelphia			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1865	Philadelphia			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1865	San Francisco			Gold	90.00000
Liberty Head, No Motto Above Eagle	Eagle	1865	San Francisco			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1866	San Francisco			Copper	10.00000
Liberty Head, No Motto Above Eagle	Eagle	1866	San Francisco			Gold	90.00000
Indian Head	Eagle	1907	Philadelphia	Variety 1 - No Motto	Wire Rim - Periods	Gold	90.00000
Indian Head	Eagle	1907	Philadelphia	Variety 1 - No Motto	Wire Rim - Periods	Copper	10.00000
Indian Head	Eagle	1907	Philadelphia	Variety 1 - No Motto	Rounded Rim - Periods Before and After *E*PLURIBUS*UNUM*	Gold	90.00000
Indian Head	Eagle	1907	Philadelphia	Variety 1 - No Motto	Rounded Rim - Periods Before and After *E*PLURIBUS*UNUM*	Copper	10.00000
Indian Head	Eagle	1907	Philadelphia	Variety 1 - No Motto	No Periods	Gold	90.00000
Indian Head	Eagle	1907	Philadelphia	Variety 1 - No Motto	No Periods	Copper	10.00000
Indian Head	Eagle	1908	Philadelphia	Variety 1 - No Motto		Copper	10.00000
Indian Head	Eagle	1908	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1908	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1908	Philadelphia	Variety 1 - No Motto		Gold	90.00000
Indian Head	Eagle	1908	Denver	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1908	Denver	Variety 1 - No Motto		Gold	90.00000
Indian Head	Eagle	1908	Denver	Variety 1 - No Motto		Copper	10.00000
Indian Head	Eagle	1908	Denver	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1908	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1908	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1909	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1909	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1909	Denver	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1909	Denver	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1909	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1909	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1910	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1910	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1910	Denver	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1910	Denver	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1910	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1910	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1911	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1911	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1911	Denver	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1911	Denver	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1911	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1911	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1912	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1912	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1912	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1912	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1913	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1913	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1913	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1913	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1914	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1914	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1914	Denver	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1914	Denver	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1914	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1914	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1915	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1915	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1915	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1915	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1916	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1916	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1920	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1920	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1926	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1926	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1930	San Francisco	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1930	San Francisco	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1932	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Indian Head	Eagle	1932	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1933	Philadelphia	Variety 2 - Motto on Reverse		Copper	10.00000
Indian Head	Eagle	1933	Philadelphia	Variety 2 - Motto on Reverse		Gold	90.00000
Capped Bust To Right	Half Eagle	1795	Philadelphia	Small Eagle Reverse		Gold	92.00000
Capped Bust To Right	Half Eagle	1795	Philadelphia	Small Eagle Reverse		Copper	8.00000
Capped Bust To Right	Half Eagle	1795	Philadelphia	Heraldic Eagle Reverse		Gold	92.00000
Capped Bust To Right	Half Eagle	1795	Philadelphia	Heraldic Eagle Reverse		Copper	8.00000
Capped Bust To Right	Half Eagle	1796	Philadelphia	Small Eagle Reverse	6 Over 5	Gold	92.00000
Capped Bust To Right	Half Eagle	1796	Philadelphia	Small Eagle Reverse	6 Over 5	Copper	8.00000
Capped Bust To Right	Half Eagle	1797	Philadelphia	Small Eagle Reverse	15 Stars	Gold	92.00000
Capped Bust To Right	Half Eagle	1797	Philadelphia	Heraldic Eagle Reverse	7 Over 5	Gold	92.00000
Capped Bust To Right	Half Eagle	1797	Philadelphia	Small Eagle Reverse	15 Stars	Copper	8.00000
Capped Bust To Right	Half Eagle	1797	Philadelphia	Heraldic Eagle Reverse	7 Over 5	Copper	8.00000
Capped Bust To Right	Half Eagle	1797	Philadelphia	Small Eagle Reverse	16 Stars	Gold	92.00000
Capped Bust To Right	Half Eagle	1797	Philadelphia	Small Eagle Reverse	16 Stars	Copper	8.00000
Capped Bust To Right	Half Eagle	1798	Philadelphia	Small Eagle Reverse		Gold	92.00000
Capped Bust To Right	Half Eagle	1798	Philadelphia	Heraldic Eagle Reverse	Large 8 - 14-Star Reverse	Gold	92.00000
Capped Bust To Right	Half Eagle	1798	Philadelphia	Small Eagle Reverse		Copper	8.00000
Capped Bust To Right	Half Eagle	1798	Philadelphia	Heraldic Eagle Reverse	Large 8 - 14-Star Reverse	Copper	8.00000
Capped Bust To Right	Half Eagle	1798	Philadelphia	Heraldic Eagle Reverse	Large 8 - 13-Star Reverse	Gold	92.00000
Capped Bust To Right	Half Eagle	1798	Philadelphia	Heraldic Eagle Reverse	Large 8 - 13-Star Reverse	Copper	8.00000
Capped Bust To Right	Half Eagle	1799	Philadelphia	Heraldic Eagle Reverse		Gold	92.00000
Capped Bust To Right	Half Eagle	1799	Philadelphia	Heraldic Eagle Reverse		Copper	8.00000
Capped Bust To Right	Half Eagle	1800	Philadelphia	Heraldic Eagle Reverse		Gold	92.00000
Capped Bust To Right	Half Eagle	1800	Philadelphia	Heraldic Eagle Reverse		Copper	8.00000
Capped Bust To Right	Half Eagle	1802	Philadelphia	Heraldic Eagle Reverse	2 Over 1	Gold	92.00000
Capped Bust To Right	Half Eagle	1802	Philadelphia	Heraldic Eagle Reverse	2 Over 1	Copper	8.00000
Capped Bust To Right	Half Eagle	1803	Philadelphia	Heraldic Eagle Reverse	3 Over 2	Gold	92.00000
Capped Bust To Right	Half Eagle	1803	Philadelphia	Heraldic Eagle Reverse	3 Over 2	Copper	8.00000
Capped Bust To Right	Half Eagle	1804	Philadelphia	Heraldic Eagle Reverse	All Kinds	Gold	92.00000
Capped Bust To Right	Half Eagle	1804	Philadelphia	Heraldic Eagle Reverse	All Kinds	Copper	8.00000
Capped Bust To Right	Half Eagle	1805	Philadelphia	Heraldic Eagle Reverse		Gold	92.00000
Capped Bust To Right	Half Eagle	1805	Philadelphia	Heraldic Eagle Reverse		Copper	8.00000
Capped Bust To Right	Half Eagle	1806	Philadelphia	Heraldic Eagle Reverse		Gold	92.00000
Capped Bust To Right	Half Eagle	1806	Philadelphia	Heraldic Eagle Reverse		Copper	8.00000
Capped Bust To Right	Half Eagle	1807	Philadelphia	Heraldic Eagle Reverse		Gold	92.00000
Capped Bust To Right	Half Eagle	1807	Philadelphia	Heraldic Eagle Reverse		Copper	8.00000
Capped Bust To Left	Half Eagle	1807	Philadelphia			Gold	92.00000
Capped Bust To Left	Half Eagle	1807	Philadelphia			Copper	8.00000
Capped Bust To Left	Half Eagle	1808	Philadelphia			Gold	92.00000
Capped Bust To Left	Half Eagle	1808	Philadelphia			Copper	8.00000
Capped Bust To Left	Half Eagle	1808	Philadelphia		All Kinds	Gold	92.00000
Capped Bust To Left	Half Eagle	1808	Philadelphia		All Kinds	Copper	8.00000
Capped Bust To Left	Half Eagle	1808	Philadelphia		8 Over 7	Gold	92.00000
Capped Bust To Left	Half Eagle	1808	Philadelphia		8 Over 7	Copper	8.00000
Capped Bust To Left	Half Eagle	1809	Philadelphia		9 Over 8	Gold	92.00000
Capped Bust To Left	Half Eagle	1809	Philadelphia		9 Over 8	Copper	8.00000
Capped Bust To Left	Half Eagle	1810	Philadelphia			Gold	92.00000
Capped Bust To Left	Half Eagle	1810	Philadelphia			Copper	8.00000
Capped Bust To Left	Half Eagle	1811	Philadelphia			Gold	92.00000
Capped Bust To Left	Half Eagle	1811	Philadelphia			Copper	8.00000
Capped Bust To Left	Half Eagle	1812	Philadelphia			Gold	92.00000
Capped Bust To Left	Half Eagle	1812	Philadelphia			Copper	8.00000
Capped Head To Left	Half Eagle	1813	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1813	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1814	Philadelphia	Large Diameter	4 Over 3	Gold	92.00000
Capped Head To Left	Half Eagle	1814	Philadelphia	Large Diameter	4 Over 3	Copper	8.00000
Capped Head To Left	Half Eagle	1815	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1815	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1818	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1818	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1819	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1819	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1820	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1820	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1821	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1821	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1822	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1822	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1823	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1823	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1824	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1824	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1825	Philadelphia	Large Diameter	5 Over 4	Gold	92.00000
Capped Head To Left	Half Eagle	1825	Philadelphia	Large Diameter	5 Over 4	Copper	8.00000
Capped Head To Left	Half Eagle	1825	Philadelphia	Large Diameter	5 Over Partial 4	Gold	92.00000
Capped Head To Left	Half Eagle	1825	Philadelphia	Large Diameter	5 Over Partial 4	Copper	8.00000
Capped Head To Left	Half Eagle	1826	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1826	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1827	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1827	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1828	Philadelphia	Large Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1828	Philadelphia	Large Diameter	8 Over 7	Gold	92.00000
Capped Head To Left	Half Eagle	1828	Philadelphia	Large Diameter	8 Over 7	Copper	8.00000
Capped Head To Left	Half Eagle	1828	Philadelphia	Large Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1829	Philadelphia	Large Diameter	Large Date	Gold	92.00000
Capped Head To Left	Half Eagle	1829	Philadelphia	Large Diameter	Large Date	Copper	8.00000
Capped Head To Left	Half Eagle	1829	Philadelphia	Reduced Diameter	Small Date	Gold	92.00000
Capped Head To Left	Half Eagle	1829	Philadelphia	Reduced Diameter	Small Date	Copper	8.00000
Capped Head To Left	Half Eagle	1830	Philadelphia	Reduced Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1830	Philadelphia	Reduced Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1831	Philadelphia	Reduced Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1831	Philadelphia	Reduced Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1832	Philadelphia	Reduced Diameter	Curved-Base 2 - 12 Stars	Gold	92.00000
Capped Head To Left	Half Eagle	1832	Philadelphia	Reduced Diameter	Curved-Base 2 - 12 Stars	Copper	8.00000
Capped Head To Left	Half Eagle	1832	Philadelphia	Reduced Diameter	Square-Base 2 - 13 Stars	Gold	92.00000
Capped Head To Left	Half Eagle	1832	Philadelphia	Reduced Diameter	Square-Base 2 - 13 Stars	Copper	8.00000
Capped Head To Left	Half Eagle	1833	Philadelphia	Reduced Diameter		Gold	92.00000
Capped Head To Left	Half Eagle	1833	Philadelphia	Reduced Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1834	Philadelphia	Reduced Diameter		Copper	8.00000
Capped Head To Left	Half Eagle	1834	Philadelphia	Reduced Diameter		Gold	92.00000
Classic Head	Half Eagle	1834	Philadelphia			Gold	90.00000
Classic Head	Half Eagle	1834	Philadelphia			Copper	10.00000
Classic Head	Half Eagle	1835	Philadelphia			Gold	90.00000
Classic Head	Half Eagle	1835	Philadelphia			Copper	10.00000
Classic Head	Half Eagle	1836	Philadelphia			Gold	90.00000
Classic Head	Half Eagle	1836	Philadelphia			Copper	10.00000
Classic Head	Half Eagle	1837	Philadelphia			Copper	10.00000
Classic Head	Half Eagle	1837	Philadelphia			Gold	90.00000
Classic Head	Half Eagle	1838	Philadelphia			Gold	90.00000
Classic Head	Half Eagle	1838	Philadelphia			Copper	10.00000
Classic Head	Half Eagle	1838	Charlotte			Gold	90.00000
Classic Head	Half Eagle	1838	Charlotte			Copper	10.00000
Classic Head	Half Eagle	1838	Dahlonega			Gold	90.00000
Classic Head	Half Eagle	1838	Dahlonega			Copper	10.00000
Liberty Head	Half Eagle	1839	Philadelphia	Variety 1 - No Motto Above Eagle		Copper	10.00000
Liberty Head	Half Eagle	1839	Philadelphia	Variety 1 - No Motto Above Eagle		Gold	90.00000
Liberty Head	Half Eagle	1839	Charlotte	Variety 1 - No Motto Above Eagle		Gold	90.00000
Liberty Head	Half Eagle	1839	Charlotte	Variety 1 - No Motto Above Eagle		Copper	10.00000
Liberty Head	Half Eagle	1839	Dahlonega	Variety 1 - No Motto Above Eagle		Gold	90.00000
Liberty Head	Half Eagle	1839	Dahlonega	Variety 1 - No Motto Above Eagle		Copper	10.00000
Liberty Head	Half Eagle	1840	Philadelphia	Variety 1 - No Motto Above Eagle		Gold	90.00000
Liberty Head	Half Eagle	1840	Philadelphia	Variety 1 - No Motto Above Eagle		Copper	10.00000
Liberty Head	Half Eagle	1840	Charlotte	Variety 1 - No Motto Above Eagle		Copper	10.00000
Liberty Head	Half Eagle	1840	Charlotte	Variety 1 - No Motto Above Eagle		Gold	90.00000
Liberty Head	Half Eagle	1840	Dahlonega	Variety 1 - No Motto Above Eagle		Gold	90.00000
Liberty Head	Half Eagle	1840	Dahlonega	Variety 1 - No Motto Above Eagle		Copper	10.00000
Liberty Head	Half Eagle	1840	New Orleans	Variety 1 - No Motto Above Eagle		Gold	90.00000
Liberty Head	Half Eagle	1840	New Orleans	Variety 1 - No Motto Above Eagle		Copper	10.00000
Liberty Head	Half Eagle	1841	Philadelphia	Variety 1 - No Motto Above Eagle		Gold	90.00000
Liberty Head	Half Eagle	1841	Philadelphia	Variety 1 - No Motto Above Eagle		Copper	10.00000
Liberty Head	Half Eagle	1841	Charlotte	Variety 1 - No Motto Above Eagle		Copper	10.00000
Liberty Head	Half Eagle	1841	Charlotte	Variety 1 - No Motto Above Eagle		Gold	90.00000
Liberty Head	Half Eagle	1841	Dahlonega	Variety 1 - No Motto Above Eagle		Gold	90.00000
Liberty Head	Half Eagle	1841	Dahlonega	Variety 1 - No Motto Above Eagle		Copper	10.00000
Liberty Head	Half Eagle	1842	Philadelphia	Variety 1 - No Motto Above Eagle	Large Letters	Copper	10.00000
Liberty Head	Half Eagle	1842	Philadelphia	Variety 1 - No Motto Above Eagle	Small Letters	Gold	90.00000
Liberty Head	Half Eagle	1842	Philadelphia	Variety 1 - No Motto Above Eagle	Small Letters	Copper	10.00000
Liberty Head	Half Eagle	1842	Philadelphia	Variety 1 - No Motto Above Eagle	Large Letters	Gold	90.00000
Liberty Head	Half Eagle	1842	Charlotte	Variety 1 - No Motto Above Eagle	Small Date	Gold	90.00000
Liberty Head	Half Eagle	1842	Charlotte	Variety 1 - No Motto Above Eagle	Small Date	Copper	10.00000
Liberty Head	Half Eagle	1842	Charlotte	Variety 1 - No Motto Above Eagle	Large Date	Gold	90.00000
Liberty Head	Half Eagle	1842	Charlotte	Variety 1 - No Motto Above Eagle	Large Date	Copper	10.00000
Liberty Head	Half Eagle	1842	Dahlonega	Variety 1 - No Motto Above Eagle	Large Date	Copper	10.00000
Liberty Head	Half Eagle	1842	Dahlonega	Variety 1 - No Motto Above Eagle	Small Date	Gold	90.00000
Liberty Head	Half Eagle	1842	Dahlonega	Variety 1 - No Motto Above Eagle	Small Date	Copper	10.00000
Liberty Head	Half Eagle	1842	Dahlonega	Variety 1 - No Motto Above Eagle	Large Date	Gold	90.00000
