coin	denomination	year	mint	yearGrouping	mintGrouping	metal	percentage
Washington	Quarter	1981	San Francisco	Eagle Reverse Resumed	Type 2	Copper	91.67000
Washington	Quarter	1982	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1982	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1982	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1982	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1982	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1982	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1983	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1983	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1983	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1983	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1983	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1983	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1984	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1984	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1984	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1984	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1984	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1984	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1985	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1985	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1985	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1985	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1985	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1985	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1986	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1986	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1986	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1986	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1986	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1986	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1987	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1987	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1987	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1987	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1987	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1987	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1988	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1988	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1988	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1988	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1988	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1988	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1989	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1989	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1989	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1989	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1989	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1989	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1990	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1990	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1990	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1990	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1990	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1990	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1991	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1991	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1991	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1991	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1991	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1991	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1992	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1992	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1992	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1992	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1992	San Francisco	Eagle Reverse Resumed	Silver	Silver	90.00000
Washington	Quarter	1992	San Francisco	Eagle Reverse Resumed	Silver	Copper	10.00000
Washington	Quarter	1992	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1992	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1993	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1993	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1993	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1993	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1993	San Francisco	Eagle Reverse Resumed	Silver	Silver	90.00000
Washington	Quarter	1993	San Francisco	Eagle Reverse Resumed	Silver	Copper	10.00000
Washington	Quarter	1993	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1993	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1994	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1994	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1994	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1994	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1994	San Francisco	Eagle Reverse Resumed	Silver	Silver	90.00000
Washington	Quarter	1994	San Francisco	Eagle Reverse Resumed	Silver	Copper	10.00000
Washington	Quarter	1994	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1994	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1995	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1995	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1995	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1995	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1995	San Francisco	Eagle Reverse Resumed	Silver	Silver	90.00000
Washington	Quarter	1995	San Francisco	Eagle Reverse Resumed	Silver	Copper	10.00000
Washington	Quarter	1995	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1995	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1996	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1996	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1996	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1996	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1996	San Francisco	Eagle Reverse Resumed	Silver	Silver	90.00000
Washington	Quarter	1996	San Francisco	Eagle Reverse Resumed	Silver	Copper	10.00000
Washington	Quarter	1996	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1996	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1997	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1997	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1997	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1997	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1997	San Francisco	Eagle Reverse Resumed	Silver	Silver	90.00000
Washington	Quarter	1997	San Francisco	Eagle Reverse Resumed	Silver	Copper	10.00000
Washington	Quarter	1997	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1997	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1998	Philadelphia	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1998	Philadelphia	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1998	Denver	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1998	Denver	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1998	San Francisco	Eagle Reverse Resumed	Silver	Silver	90.00000
Washington	Quarter	1998	San Francisco	Eagle Reverse Resumed	Silver	Copper	10.00000
Washington	Quarter	1998	San Francisco	Eagle Reverse Resumed		Copper	91.67000
Washington	Quarter	1998	San Francisco	Eagle Reverse Resumed		Nickel	8.33000
Washington	Quarter	1999	Philadelphia	State Quarters	New Jersey	Copper	91.67000
Washington	Quarter	1999	Philadelphia	State Quarters	Georgia	Copper	91.67000
Washington	Quarter	1999	Philadelphia	State Quarters	Connecticut	Copper	91.67000
Washington	Quarter	1999	Philadelphia	State Quarters	Delaware	Copper	91.67000
Washington	Quarter	1999	Philadelphia	State Quarters	Pennsylvania	Copper	91.67000
Washington	Quarter	1999	Philadelphia	State Quarters	New Jersey	Nickel	8.33000
Washington	Quarter	1999	Philadelphia	State Quarters	Georgia	Nickel	8.33000
Washington	Quarter	1999	Philadelphia	State Quarters	Connecticut	Nickel	8.33000
Washington	Quarter	1999	Philadelphia	State Quarters	Delaware	Nickel	8.33000
Washington	Quarter	1999	Philadelphia	State Quarters	Pennsylvania	Nickel	8.33000
Washington	Quarter	1999	Denver	State Quarters	Pennsylvania	Nickel	8.33000
Washington	Quarter	1999	Denver	State Quarters	New Jersey	Nickel	8.33000
Washington	Quarter	1999	Denver	State Quarters	Georgia	Nickel	8.33000
Washington	Quarter	1999	Denver	State Quarters	Connecticut	Nickel	8.33000
Washington	Quarter	1999	Denver	State Quarters	Delaware	Nickel	8.33000
Washington	Quarter	1999	Denver	State Quarters	Pennsylvania	Copper	91.67000
Washington	Quarter	1999	Denver	State Quarters	New Jersey	Copper	91.67000
Washington	Quarter	1999	Denver	State Quarters	Georgia	Copper	91.67000
Washington	Quarter	1999	Denver	State Quarters	Connecticut	Copper	91.67000
Washington	Quarter	1999	Denver	State Quarters	Delaware	Copper	91.67000
Washington	Quarter	1999	San Francisco	State Quarters	Pennsylvania - Silver	Silver	90.00000
Washington	Quarter	1999	San Francisco	State Quarters	New Jersey - Silver	Silver	90.00000
Washington	Quarter	1999	San Francisco	State Quarters	Georgia - Silver	Silver	90.00000
Washington	Quarter	1999	San Francisco	State Quarters	Connecticut - Silver	Silver	90.00000
Washington	Quarter	1999	San Francisco	State Quarters	Delaware - Silver	Silver	90.00000
Washington	Quarter	1999	San Francisco	State Quarters	Pennsylvania - Silver	Copper	10.00000
Washington	Quarter	1999	San Francisco	State Quarters	New Jersey - Silver	Copper	10.00000
Washington	Quarter	1999	San Francisco	State Quarters	Georgia - Silver	Copper	10.00000
Washington	Quarter	1999	San Francisco	State Quarters	Connecticut - Silver	Copper	10.00000
Washington	Quarter	1999	San Francisco	State Quarters	Delaware - Silver	Copper	10.00000
Washington	Quarter	1999	San Francisco	State Quarters	Pennsylvania	Copper	91.67000
Washington	Quarter	1999	San Francisco	State Quarters	New Jersey	Copper	91.67000
Washington	Quarter	1999	San Francisco	State Quarters	Georgia	Copper	91.67000
Washington	Quarter	1999	San Francisco	State Quarters	Connecticut	Copper	91.67000
Washington	Quarter	1999	San Francisco	State Quarters	Delaware	Copper	91.67000
Washington	Quarter	1999	San Francisco	State Quarters	Pennsylvania	Nickel	8.33000
Washington	Quarter	1999	San Francisco	State Quarters	New Jersey	Nickel	8.33000
Washington	Quarter	1999	San Francisco	State Quarters	Georgia	Nickel	8.33000
Washington	Quarter	1999	San Francisco	State Quarters	Connecticut	Nickel	8.33000
Washington	Quarter	1999	San Francisco	State Quarters	Delaware	Nickel	8.33000
Washington	Quarter	2000	Philadelphia	State Quarters	Virginia	Copper	91.67000
Washington	Quarter	2000	Philadelphia	State Quarters	South Carolina	Copper	91.67000
Washington	Quarter	2000	Philadelphia	State Quarters	New Hampshire	Copper	91.67000
Washington	Quarter	2000	Philadelphia	State Quarters	Virginia	Nickel	8.33000
Washington	Quarter	2000	Philadelphia	State Quarters	Massachusetts	Copper	91.67000
Washington	Quarter	2000	Philadelphia	State Quarters	Maryland	Copper	91.67000
Washington	Quarter	2000	Philadelphia	State Quarters	South Carolina	Nickel	8.33000
Washington	Quarter	2000	Philadelphia	State Quarters	New Hampshire	Nickel	8.33000
Washington	Quarter	2000	Philadelphia	State Quarters	Massachusetts	Nickel	8.33000
Washington	Quarter	2000	Philadelphia	State Quarters	Maryland	Nickel	8.33000
Washington	Quarter	2000	Denver	State Quarters	Maryland	Nickel	8.33000
Washington	Quarter	2000	Denver	State Quarters	South Carolina	Nickel	8.33000
Washington	Quarter	2000	Denver	State Quarters	New Hampshire	Nickel	8.33000
Washington	Quarter	2000	Denver	State Quarters	Massachusetts	Nickel	8.33000
Washington	Quarter	2000	Denver	State Quarters	Virginia	Copper	91.67000
Washington	Quarter	2000	Denver	State Quarters	Maryland	Copper	91.67000
Washington	Quarter	2000	Denver	State Quarters	South Carolina	Copper	91.67000
Washington	Quarter	2000	Denver	State Quarters	New Hampshire	Copper	91.67000
Washington	Quarter	2000	Denver	State Quarters	Virginia	Nickel	8.33000
Washington	Quarter	2000	Denver	State Quarters	Massachusetts	Copper	91.67000
Washington	Quarter	2000	San Francisco	State Quarters	New Hampshire - Silver	Silver	90.00000
Washington	Quarter	2000	San Francisco	State Quarters	Virginia - Silver	Silver	90.00000
Washington	Quarter	2000	San Francisco	State Quarters	Maryland - Silver	Silver	90.00000
Washington	Quarter	2000	San Francisco	State Quarters	South Carolina - Silver	Silver	90.00000
Washington	Quarter	2000	San Francisco	State Quarters	New Hampshire - Silver	Copper	10.00000
Washington	Quarter	2000	San Francisco	State Quarters	Virginia - Silver	Copper	10.00000
Washington	Quarter	2000	San Francisco	State Quarters	Massachusetts - Silver	Silver	90.00000
Washington	Quarter	2000	San Francisco	State Quarters	Maryland - Silver	Copper	10.00000
Washington	Quarter	2000	San Francisco	State Quarters	South Carolina - Silver	Copper	10.00000
Washington	Quarter	2000	San Francisco	State Quarters	Massachusetts - Silver	Copper	10.00000
Washington	Quarter	2000	San Francisco	State Quarters	Virginia	Copper	91.67000
Washington	Quarter	2000	San Francisco	State Quarters	South Carolina	Copper	91.67000
Washington	Quarter	2000	San Francisco	State Quarters	New Hampshire	Copper	91.67000
Washington	Quarter	2000	San Francisco	State Quarters	Virginia	Nickel	8.33000
Washington	Quarter	2000	San Francisco	State Quarters	Massachusetts	Copper	91.67000
Washington	Quarter	2000	San Francisco	State Quarters	Maryland	Copper	91.67000
Washington	Quarter	2000	San Francisco	State Quarters	South Carolina	Nickel	8.33000
Washington	Quarter	2000	San Francisco	State Quarters	New Hampshire	Nickel	8.33000
Washington	Quarter	2000	San Francisco	State Quarters	Massachusetts	Nickel	8.33000
Washington	Quarter	2000	San Francisco	State Quarters	Maryland	Nickel	8.33000
Washington	Quarter	2001	Philadelphia	State Quarters	Rhode Island	Copper	91.67000
Washington	Quarter	2001	Philadelphia	State Quarters	Vermont	Copper	91.67000
Washington	Quarter	2001	Philadelphia	State Quarters	Kentucky	Copper	91.67000
Washington	Quarter	2001	Philadelphia	State Quarters	New York	Copper	91.67000
Washington	Quarter	2001	Philadelphia	State Quarters	North Carolina	Copper	91.67000
Washington	Quarter	2001	Philadelphia	State Quarters	Rhode Island	Nickel	8.33000
Washington	Quarter	2001	Philadelphia	State Quarters	Vermont	Nickel	8.33000
Washington	Quarter	2001	Philadelphia	State Quarters	Kentucky	Nickel	8.33000
Washington	Quarter	2001	Philadelphia	State Quarters	New York	Nickel	8.33000
Washington	Quarter	2001	Philadelphia	State Quarters	North Carolina	Nickel	8.33000
Washington	Quarter	2001	Denver	State Quarters	North Carolina	Copper	91.67000
Washington	Quarter	2001	Denver	State Quarters	Rhode Island	Copper	91.67000
Washington	Quarter	2001	Denver	State Quarters	Vermont	Copper	91.67000
Washington	Quarter	2001	Denver	State Quarters	Kentucky	Copper	91.67000
Washington	Quarter	2001	Denver	State Quarters	New York	Copper	91.67000
Washington	Quarter	2001	Denver	State Quarters	North Carolina	Nickel	8.33000
Washington	Quarter	2001	Denver	State Quarters	Rhode Island	Nickel	8.33000
Washington	Quarter	2001	Denver	State Quarters	Vermont	Nickel	8.33000
Washington	Quarter	2001	Denver	State Quarters	Kentucky	Nickel	8.33000
Washington	Quarter	2001	Denver	State Quarters	New York	Nickel	8.33000
Washington	Quarter	2001	San Francisco	State Quarters	North Carolina - Silver	Silver	90.00000
Washington	Quarter	2001	San Francisco	State Quarters	Rhode Island - Silver	Silver	90.00000
Washington	Quarter	2001	San Francisco	State Quarters	Vermont - Silver	Silver	90.00000
Washington	Quarter	2001	San Francisco	State Quarters	Kentucky - Silver	Silver	90.00000
Washington	Quarter	2001	San Francisco	State Quarters	New York - Silver	Silver	90.00000
Washington	Quarter	2001	San Francisco	State Quarters	North Carolina - Silver	Copper	10.00000
Washington	Quarter	2001	San Francisco	State Quarters	Rhode Island - Silver	Copper	10.00000
Washington	Quarter	2001	San Francisco	State Quarters	Vermont - Silver	Copper	10.00000
Washington	Quarter	2001	San Francisco	State Quarters	Kentucky - Silver	Copper	10.00000
Washington	Quarter	2001	San Francisco	State Quarters	New York - Silver	Copper	10.00000
Washington	Quarter	2001	San Francisco	State Quarters	Rhode Island	Copper	91.67000
Washington	Quarter	2001	San Francisco	State Quarters	Vermont	Copper	91.67000
Washington	Quarter	2001	San Francisco	State Quarters	Kentucky	Copper	91.67000
Washington	Quarter	2001	San Francisco	State Quarters	New York	Copper	91.67000
Washington	Quarter	2001	San Francisco	State Quarters	North Carolina	Copper	91.67000
Washington	Quarter	2001	San Francisco	State Quarters	Rhode Island	Nickel	8.33000
Washington	Quarter	2001	San Francisco	State Quarters	Vermont	Nickel	8.33000
Washington	Quarter	2001	San Francisco	State Quarters	Kentucky	Nickel	8.33000
Washington	Quarter	2001	San Francisco	State Quarters	New York	Nickel	8.33000
Washington	Quarter	2001	San Francisco	State Quarters	North Carolina	Nickel	8.33000
Washington	Quarter	2002	Philadelphia	State Quarters	Mississippi	Copper	91.67000
Washington	Quarter	2002	Philadelphia	State Quarters	Louisiana	Copper	91.67000
Washington	Quarter	2002	Philadelphia	State Quarters	Indiana	Copper	91.67000
Washington	Quarter	2002	Philadelphia	State Quarters	Mississippi	Nickel	8.33000
Washington	Quarter	2002	Philadelphia	State Quarters	Tennessee	Copper	91.67000
Washington	Quarter	2002	Philadelphia	State Quarters	Ohio	Copper	91.67000
Washington	Quarter	2002	Philadelphia	State Quarters	Louisiana	Nickel	8.33000
Washington	Quarter	2002	Philadelphia	State Quarters	Indiana	Nickel	8.33000
Washington	Quarter	2002	Philadelphia	State Quarters	Tennessee	Nickel	8.33000
Washington	Quarter	2002	Philadelphia	State Quarters	Ohio	Nickel	8.33000
Washington	Quarter	2002	Denver	State Quarters	Mississippi	Copper	91.67000
Washington	Quarter	2002	Denver	State Quarters	Louisiana	Copper	91.67000
Washington	Quarter	2002	Denver	State Quarters	Indiana	Copper	91.67000
Washington	Quarter	2002	Denver	State Quarters	Mississippi	Nickel	8.33000
Washington	Quarter	2002	Denver	State Quarters	Tennessee	Copper	91.67000
Washington	Quarter	2002	Denver	State Quarters	Ohio	Copper	91.67000
Washington	Quarter	2002	Denver	State Quarters	Louisiana	Nickel	8.33000
Washington	Quarter	2002	Denver	State Quarters	Indiana	Nickel	8.33000
Washington	Quarter	2002	Denver	State Quarters	Tennessee	Nickel	8.33000
Washington	Quarter	2002	Denver	State Quarters	Ohio	Nickel	8.33000
Washington	Quarter	2002	San Francisco	State Quarters	Ohio - Silver	Silver	90.00000
Washington	Quarter	2002	San Francisco	State Quarters	Louisiana - Silver	Silver	90.00000
Washington	Quarter	2002	San Francisco	State Quarters	Indiana - Silver	Silver	90.00000
Washington	Quarter	2002	San Francisco	State Quarters	Indiana - Silver	Copper	10.00000
Washington	Quarter	2002	San Francisco	State Quarters	Mississippi - Silver	Copper	10.00000
Washington	Quarter	2002	San Francisco	State Quarters	Tennessee - Silver	Silver	90.00000
Washington	Quarter	2002	San Francisco	State Quarters	Ohio - Silver	Copper	10.00000
Washington	Quarter	2002	San Francisco	State Quarters	Louisiana - Silver	Copper	10.00000
Washington	Quarter	2002	San Francisco	State Quarters	Tennessee - Silver	Copper	10.00000
Washington	Quarter	2002	San Francisco	State Quarters	Mississippi	Copper	91.67000
Washington	Quarter	2002	San Francisco	State Quarters	Louisiana	Copper	91.67000
Washington	Quarter	2002	San Francisco	State Quarters	Indiana	Copper	91.67000
Washington	Quarter	2002	San Francisco	State Quarters	Mississippi	Nickel	8.33000
Washington	Quarter	2002	San Francisco	State Quarters	Tennessee	Copper	91.67000
Washington	Quarter	2002	San Francisco	State Quarters	Ohio	Copper	91.67000
Washington	Quarter	2002	San Francisco	State Quarters	Louisiana	Nickel	8.33000
Washington	Quarter	2002	San Francisco	State Quarters	Indiana	Nickel	8.33000
Washington	Quarter	2002	San Francisco	State Quarters	Tennessee	Nickel	8.33000
Washington	Quarter	2002	San Francisco	State Quarters	Ohio	Nickel	8.33000
Washington	Quarter	2002	San Francisco	State Quarters	Mississippi - Silver	Silver	90.00000
Washington	Quarter	2003	Philadelphia	State Quarters	Maine	Copper	91.67000
Washington	Quarter	2003	Philadelphia	State Quarters	Missouri	Copper	91.67000
Washington	Quarter	2003	Philadelphia	State Quarters	Arkansas	Copper	91.67000
Washington	Quarter	2003	Philadelphia	State Quarters	Illinois	Copper	91.67000
Washington	Quarter	2003	Philadelphia	State Quarters	Alabama	Copper	91.67000
Washington	Quarter	2003	Philadelphia	State Quarters	Maine	Nickel	8.33000
Washington	Quarter	2003	Philadelphia	State Quarters	Missouri	Nickel	8.33000
Washington	Quarter	2003	Philadelphia	State Quarters	Arkansas	Nickel	8.33000
Washington	Quarter	2003	Philadelphia	State Quarters	Illinois	Nickel	8.33000
Washington	Quarter	2003	Philadelphia	State Quarters	Alabama	Nickel	8.33000
Washington	Quarter	2003	Denver	State Quarters	Maine	Copper	91.67000
Washington	Quarter	2003	Denver	State Quarters	Missouri	Copper	91.67000
Washington	Quarter	2003	Denver	State Quarters	Arkansas	Copper	91.67000
Washington	Quarter	2003	Denver	State Quarters	Illinois	Copper	91.67000
Washington	Quarter	2003	Denver	State Quarters	Alabama	Copper	91.67000
Washington	Quarter	2003	Denver	State Quarters	Maine	Nickel	8.33000
Washington	Quarter	2003	Denver	State Quarters	Missouri	Nickel	8.33000
Washington	Quarter	2003	Denver	State Quarters	Arkansas	Nickel	8.33000
Washington	Quarter	2003	Denver	State Quarters	Illinois	Nickel	8.33000
Washington	Quarter	2003	Denver	State Quarters	Alabama	Nickel	8.33000
Washington	Quarter	2003	San Francisco	State Quarters	Alabama - Silver	Copper	10.00000
Washington	Quarter	2003	San Francisco	State Quarters	Maine - Silver	Copper	10.00000
Washington	Quarter	2003	San Francisco	State Quarters	Missouri - Silver	Copper	10.00000
Washington	Quarter	2003	San Francisco	State Quarters	Arkansas - Silver	Copper	10.00000
Washington	Quarter	2003	San Francisco	State Quarters	Illinois - Silver	Copper	10.00000
Washington	Quarter	2003	San Francisco	State Quarters	Maine	Copper	91.67000
Washington	Quarter	2003	San Francisco	State Quarters	Missouri	Copper	91.67000
Washington	Quarter	2003	San Francisco	State Quarters	Arkansas	Copper	91.67000
Washington	Quarter	2003	San Francisco	State Quarters	Illinois	Copper	91.67000
Washington	Quarter	2003	San Francisco	State Quarters	Alabama	Copper	91.67000
Washington	Quarter	2003	San Francisco	State Quarters	Maine	Nickel	8.33000
Washington	Quarter	2003	San Francisco	State Quarters	Missouri	Nickel	8.33000
Washington	Quarter	2003	San Francisco	State Quarters	Arkansas	Nickel	8.33000
Washington	Quarter	2003	San Francisco	State Quarters	Illinois	Nickel	8.33000
Washington	Quarter	2003	San Francisco	State Quarters	Alabama	Nickel	8.33000
Washington	Quarter	2003	San Francisco	State Quarters	Maine - Silver	Silver	90.00000
Washington	Quarter	2003	San Francisco	State Quarters	Missouri - Silver	Silver	90.00000
Washington	Quarter	2003	San Francisco	State Quarters	Arkansas - Silver	Silver	90.00000
Washington	Quarter	2003	San Francisco	State Quarters	Illinois - Silver	Silver	90.00000
Washington	Quarter	2003	San Francisco	State Quarters	Alabama - Silver	Silver	90.00000
Washington	Quarter	2004	Philadelphia	State Quarters	Wisconsin	Copper	91.67000
Washington	Quarter	2004	Philadelphia	State Quarters	Iowa	Copper	91.67000
Washington	Quarter	2004	Philadelphia	State Quarters	Wisconsin	Nickel	8.33000
Washington	Quarter	2004	Philadelphia	State Quarters	Michigan	Copper	91.67000
Washington	Quarter	2004	Philadelphia	State Quarters	Florida	Copper	91.67000
Washington	Quarter	2004	Philadelphia	State Quarters	Texas	Copper	91.67000
Washington	Quarter	2004	Philadelphia	State Quarters	Texas	Nickel	8.33000
Washington	Quarter	2004	Philadelphia	State Quarters	Iowa	Nickel	8.33000
Washington	Quarter	2004	Philadelphia	State Quarters	Michigan	Nickel	8.33000
Washington	Quarter	2004	Philadelphia	State Quarters	Florida	Nickel	8.33000
Washington	Quarter	2004	Denver	State Quarters	Wisconsin	Copper	91.67000
Washington	Quarter	2004	Denver	State Quarters	Texas	Copper	91.67000
Washington	Quarter	2004	Denver	State Quarters	Iowa	Copper	91.67000
Washington	Quarter	2004	Denver	State Quarters	Wisconsin	Nickel	8.33000
Washington	Quarter	2004	Denver	State Quarters	Michigan	Copper	91.67000
Washington	Quarter	2004	Denver	State Quarters	Florida	Copper	91.67000
Washington	Quarter	2004	Denver	State Quarters	Texas	Nickel	8.33000
Washington	Quarter	2004	Denver	State Quarters	Iowa	Nickel	8.33000
Washington	Quarter	2004	Denver	State Quarters	Michigan	Nickel	8.33000
Washington	Quarter	2004	Denver	State Quarters	Florida	Nickel	8.33000
Washington	Quarter	2004	San Francisco	State Quarters	Texas - Silver	Copper	10.00000
Washington	Quarter	2004	San Francisco	State Quarters	Iowa - Silver	Copper	10.00000
Washington	Quarter	2004	San Francisco	State Quarters	Michigan - Silver	Copper	10.00000
Washington	Quarter	2004	San Francisco	State Quarters	Florida - Silver	Copper	10.00000
Washington	Quarter	2004	San Francisco	State Quarters	Wisconsin	Copper	91.67000
Washington	Quarter	2004	San Francisco	State Quarters	Texas	Copper	91.67000
Washington	Quarter	2004	San Francisco	State Quarters	Iowa	Copper	91.67000
Washington	Quarter	2004	San Francisco	State Quarters	Wisconsin	Nickel	8.33000
Washington	Quarter	2004	San Francisco	State Quarters	Michigan	Copper	91.67000
Washington	Quarter	2004	San Francisco	State Quarters	Florida	Copper	91.67000
Washington	Quarter	2004	San Francisco	State Quarters	Texas	Nickel	8.33000
Washington	Quarter	2004	San Francisco	State Quarters	Iowa	Nickel	8.33000
