Liberty Head, No Motto Above Eagle|Eagle|1841||Philadelphia|P||63131|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1842||Philadelphia|P||81507|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1842||New Orleans|O||27400|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1843||Philadelphia|P||75462|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1843||New Orleans|O||175162|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1844||Philadelphia|P||6361|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1844||New Orleans|O||118700|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1845||New Orleans|O||47500|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1845||Philadelphia|P||26153|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1846||Philadelphia|P||20095|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1846||New Orleans|O||81780|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1847||Philadelphia|P||862258|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1847||New Orleans|O||571500|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1848||Philadelphia|P||145484|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1848||New Orleans|O||35850|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1849||New Orleans|O||23900|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1849||Philadelphia|P||653618|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1850||Philadelphia|P||291451|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1850||New Orleans|O||57500|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1851||Philadelphia|P||176328|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1851||New Orleans|O||263000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1852||Philadelphia|P||263106|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1852||New Orleans|O||18000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1853||Philadelphia|P||NULL|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1853||New Orleans|O||51000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1853||Philadelphia|P|3 Over 2|201253|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1854||Philadelphia|P||54250|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1854||New Orleans|O||52500|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1854||San Francisco|S||123826|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1855||Philadelphia|P||121701|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1855||New Orleans|O||18000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1855||San Francisco|S||9000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1856||Philadelphia|P||60490|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1856||New Orleans|O||14500|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1856||San Francisco|S||68000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1857||Philadelphia|P||16606|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1857||New Orleans|O||5500|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1857||San Francisco|S||26000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1858||San Francisco|S||11800|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1858||Philadelphia|P||2521|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1858||New Orleans|O||20000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1859||Philadelphia|P||16013|80|1|0
Liberty Head, No Motto Above Eagle|Eagle|1859||New Orleans|O||2300|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1859||San Francisco|S||7000|0|1|0
Liberty Head, No Motto Above Eagle|Eagle|1860||Philadelphia|P||15055|50|1|0
Liberty Head, No Motto Above Eagle|Eagle|1860||New Orleans|O||11100|0|1|0
